Delta_Sector_ID,Delta_Sector,SOC_Code,SOC_Title,Employment_Thousands,Staffing_Share_Pct
2,Technology & Software,27-1013,"Fine artists, including painters, sculptors, and illustrators",0.7,0.01
2,Technology & Software,43-4041,"Credit authorizers, checkers, and clerks",0.7,0.01
2,Technology & Software,43-4111,"Interviewers, except eligibility and loan",0.7,0.01
2,Technology & Software,51-5112,Printing press operators,0.6,0.01
2,Technology & Software,27-3099,"Media and communication workers, all other",0.6,0.01
2,Technology & Software,17-3013,Mechanical drafters,0.6,0.01
2,Technology & Software,51-4033,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",0.6,0.01
2,Technology & Software,51-9198,Helpers--production workers,0.6,0.01
2,Technology & Software,53-7051,Industrial truck and tractor operators,0.6,0.01
2,Technology & Software,31-9092,Medical assistants,0.6,0.01
2,Technology & Software,49-3011,Aircraft mechanics and service technicians,0.6,0.01
2,Technology & Software,17-2081,Environmental engineers,0.5,0.01
2,Technology & Software,17-3028,Calibration technologists and technicians,0.5,0.01
2,Technology & Software,19-4031,Chemical technicians,0.5,0.01
2,Technology & Software,51-9124,"Coating, painting, and spraying machine setters, operators, and tenders",0.5,0.01
2,Technology & Software,13-1075,Labor relations specialists,0.5,0.01
2,Technology & Software,27-4014,Sound engineering technicians,0.5,0.01
2,Technology & Software,11-9141,"Property, real estate, and community association managers",0.5,0.01
2,Technology & Software,13-2061,Financial examiners,0.5,0.01
2,Technology & Software,11-9121,Natural sciences managers,0.5,0.01
2,Technology & Software,51-4032,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",0.4,0.01
2,Technology & Software,51-4111,Tool and die makers,0.4,0.01
2,Technology & Software,51-9162,Computer numerically controlled tool programmers,0.4,0.01
2,Technology & Software,51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",0.4,0.01
2,Technology & Software,23-2099,"Legal support workers, all other",0.4,0.01
2,Technology & Software,27-1029,"Designers, all other",0.4,0.01
2,Technology & Software,27-4021,Photographers,0.4,0.01
2,Technology & Software,27-3023,"News analysts, reporters, and journalists",0.4,0.01
2,Technology & Software,49-3023,Automotive service technicians and mechanics,0.4,0.01
2,Technology & Software,49-9051,Electrical power-line installers and repairers,0.4,0.01
2,Technology & Software,33-1091,First-line supervisors of security workers,0.4,0.01
2,Technology & Software,25-4011,Archivists,0.4,0.01
2,Technology & Software,15-2099,"Mathematical science occupations, all other",0.4,0.01
2,Technology & Software,25-9099,"Educational instruction and library workers, all other",0.4,0.01
2,Technology & Software,43-2011,"Switchboard operators, including answering service",0.4,0.01
2,Technology & Software,49-9021,"Heating, air conditioning, and refrigeration mechanics and installers",0.3,0.01
2,Technology & Software,25-3041,Tutors,0.3,0.01
2,Technology & Software,43-5021,Couriers and messengers,0.3,0.01
2,Technology & Software,17-2041,Chemical engineers,0.3,0.01
2,Technology & Software,51-4034,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",0.3,0.01
2,Technology & Software,17-3031,Surveying and mapping technicians,0.3,0.01
2,Technology & Software,43-2021,Telephone operators,0.3,0.01
2,Technology & Software,49-9098,"Helpers--installation, maintenance, and repair workers",0.3,0.01
2,Technology & Software,11-9111,Medical and health services managers,0.3,0.01
2,Technology & Software,15-2011,Actuaries,0.3,0.01
2,Technology & Software,19-1042,"Medical scientists, except epidemiologists",0.3,0.01
2,Technology & Software,49-9062,Medical equipment repairers,0.3,0.01
2,Technology & Software,17-3019,"Drafters, all other",0.2,0.0
2,Technology & Software,19-2012,Physicists,0.2,0.0
2,Technology & Software,19-2031,Chemists,0.2,0.0
2,Technology & Software,19-5012,Occupational health and safety technicians,0.2,0.0
2,Technology & Software,43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",0.2,0.0
2,Technology & Software,51-4021,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",0.2,0.0
2,Technology & Software,51-4035,"Milling and planing machine setters, operators, and tenders, metal and plastic",0.2,0.0
2,Technology & Software,53-7063,Machine feeders and offbearers,0.2,0.0
2,Technology & Software,27-4012,Broadcast technicians,0.2,0.0
2,Technology & Software,43-2099,"Communications equipment operators, all other",0.2,0.0
2,Technology & Software,49-3031,Bus and truck mechanics and diesel engine specialists,0.2,0.0
2,Technology & Software,13-2052,Personal financial advisors,0.2,0.0
2,Technology & Software,43-3071,Tellers,0.2,0.0
2,Technology & Software,13-1131,Fundraisers,0.2,0.0
2,Technology & Software,25-3011,"Adult basic education, adult secondary education, and english as a second language instructors",0.2,0.0
2,Technology & Software,13-2053,Insurance underwriters,0.2,0.0
2,Technology & Software,17-3021,Aerospace engineering and operations technologists and technicians,0.2,0.0
2,Technology & Software,19-1029,"Biological scientists, all other",0.2,0.0
2,Technology & Software,19-2021,Atmospheric and space scientists,0.2,0.0
2,Technology & Software,39-2021,Animal caretakers,0.2,0.0
2,Technology & Software,41-3021,Insurance sales agents,0.2,0.0
2,Technology & Software,43-9111,Statistical assistants,0.2,0.0
2,Technology & Software,19-2032,Materials scientists,0.1,0.0
2,Technology & Software,51-2051,Fiberglass laminators and fabricators,0.1,0.0
2,Technology & Software,51-8031,Water and wastewater treatment plant and system operators,0.1,0.0
2,Technology & Software,51-8099,"Plant and system operators, all other",0.1,0.0
2,Technology & Software,51-9022,"Grinding and polishing workers, hand",0.1,0.0
2,Technology & Software,51-9023,"Mixing and blending machine setters, operators, and tenders",0.1,0.0
2,Technology & Software,51-9032,"Cutting and slicing machine setters, operators, and tenders",0.1,0.0
2,Technology & Software,51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",0.1,0.0
2,Technology & Software,51-9111,Packaging and filling machine operators and tenders,0.1,0.0
2,Technology & Software,51-9194,Etchers and engravers,0.1,0.0
2,Technology & Software,17-1011,"Architects, except landscape and naval",0.1,0.0
2,Technology & Software,49-9091,"Coin, vending, and amusement machine servicers and repairers",0.1,0.0
2,Technology & Software,17-1021,Cartographers and photogrammetrists,0.1,0.0
2,Technology & Software,17-3011,Architectural and civil drafters,0.1,0.0
2,Technology & Software,27-4031,"Camera operators, television, video, and film",0.1,0.0
2,Technology & Software,41-2011,Cashiers,0.1,0.0
2,Technology & Software,41-9022,Real estate sales agents,0.1,0.0
2,Technology & Software,47-4011,Construction and building inspectors,0.1,0.0
2,Technology & Software,47-4090,Miscellaneous construction and related workers,0.1,0.0
2,Technology & Software,47-5023,"Earth drillers, except oil and gas",0.1,0.0
2,Technology & Software,49-2098,Security and fire alarm systems installers,0.1,0.0
2,Technology & Software,43-4011,Brokerage clerks,0.1,0.0
2,Technology & Software,43-9031,Desktop publishers,0.1,0.0
2,Technology & Software,43-9081,Proofreaders and copy markers,0.1,0.0
2,Technology & Software,11-9039,"Education administrators, all other",0.1,0.0
2,Technology & Software,25-4012,Curators,0.1,0.0
2,Technology & Software,25-4013,Museum technicians and conservators,0.1,0.0
2,Technology & Software,23-1022,"Arbitrators, mediators, and conciliators",0.1,0.0
2,Technology & Software,43-6012,Legal secretaries and administrative assistants,0.1,0.0
2,Technology & Software,53-2012,Commercial pilots,0.1,0.0
3,Healthcare & Life Sciences,29-1141,Registered nurses,2682.1,15.24
3,Healthcare & Life Sciences,31-1120,Home health and personal care aides,1100.6,6.25
3,Healthcare & Life Sciences,43-6013,Medical secretaries and administrative assistants,753.7,4.28
3,Healthcare & Life Sciences,31-9092,Medical assistants,747.7,4.25
3,Healthcare & Life Sciences,31-1131,Nursing assistants,591.7,3.36
3,Healthcare & Life Sciences,11-9111,Medical and health services managers,408.3,2.32
3,Healthcare & Life Sciences,43-4171,Receptionists and information clerks,402.5,2.29
3,Healthcare & Life Sciences,31-9091,Dental assistants,363.3,2.06
3,Healthcare & Life Sciences,29-2061,Licensed practical and licensed vocational nurses,308.0,1.75
3,Healthcare & Life Sciences,29-2010,Clinical laboratory technologists and technicians,296.4,1.68
3,Healthcare & Life Sciences,29-1171,Nurse practitioners,284.5,1.62
3,Healthcare & Life Sciences,29-1229,"Physicians, all other",265.0,1.51
3,Healthcare & Life Sciences,43-4051,Customer service representatives,256.0,1.45
3,Healthcare & Life Sciences,43-1011,First-line supervisors of office and administrative support workers,248.2,1.41
3,Healthcare & Life Sciences,21-1018,"Substance abuse, behavioral disorder, and mental health counselors",236.2,1.34
3,Healthcare & Life Sciences,43-9061,"Office clerks, general",236.1,1.34
3,Healthcare & Life Sciences,29-1123,Physical therapists,219.7,1.25
3,Healthcare & Life Sciences,29-1292,Dental hygienists,214.3,1.22
3,Healthcare & Life Sciences,29-2034,Radiologic technologists and technicians,209.2,1.19
3,Healthcare & Life Sciences,43-3021,Billing and posting clerks,177.5,1.01
3,Healthcare & Life Sciences,29-2099,"Health technologists and technicians, all other",158.8,0.9
3,Healthcare & Life Sciences,29-1071,Physician assistants,146.5,0.83
3,Healthcare & Life Sciences,43-6014,"Secretaries and administrative assistants, except legal, medical, and executive",143.5,0.82
3,Healthcare & Life Sciences,11-1021,General and operations managers,140.7,0.8
3,Healthcare & Life Sciences,31-9097,Phlebotomists,133.2,0.76
3,Healthcare & Life Sciences,29-1051,Pharmacists,128.0,0.73
3,Healthcare & Life Sciences,29-1126,Respiratory therapists,124.4,0.71
3,Healthcare & Life Sciences,29-2042,Emergency medical technicians,124.4,0.71
3,Healthcare & Life Sciences,29-2072,Medical records specialists,118.1,0.67
3,Healthcare & Life Sciences,37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",116.4,0.66
3,Healthcare & Life Sciences,21-1022,Healthcare social workers,114.1,0.65
3,Healthcare & Life Sciences,29-1021,"Dentists, general",111.6,0.63
3,Healthcare & Life Sciences,29-1122,Occupational therapists,111.1,0.63
3,Healthcare & Life Sciences,29-2055,Surgical technologists,109.9,0.62
3,Healthcare & Life Sciences,29-2052,Pharmacy technicians,109.7,0.62
3,Healthcare & Life Sciences,29-1215,Family medicine physicians,104.7,0.59
3,Healthcare & Life Sciences,37-2012,Maids and housekeeping cleaners,104.5,0.59
3,Healthcare & Life Sciences,19-1042,"Medical scientists, except epidemiologists",101.6,0.58
3,Healthcare & Life Sciences,29-2053,Psychiatric technicians,100.6,0.57
3,Healthcare & Life Sciences,43-4111,"Interviewers, except eligibility and loan",98.5,0.56
3,Healthcare & Life Sciences,31-2021,Physical therapist assistants,94.5,0.54
3,Healthcare & Life Sciences,15-1252,Software developers,89.9,0.51
3,Healthcare & Life Sciences,29-1127,Speech-language pathologists,84.9,0.48
3,Healthcare & Life Sciences,29-2032,Diagnostic medical sonographers,84.8,0.48
3,Healthcare & Life Sciences,43-3031,"Bookkeeping, accounting, and auditing clerks",84.7,0.48
3,Healthcare & Life Sciences,13-1071,Human resources specialists,82.1,0.47
3,Healthcare & Life Sciences,13-1199,"Business operations specialists, all other",81.8,0.46
3,Healthcare & Life Sciences,29-2057,Ophthalmic medical technicians,73.0,0.41
3,Healthcare & Life Sciences,13-2011,Accountants and auditors,69.7,0.4
3,Healthcare & Life Sciences,31-9093,Medical equipment preparers,68.4,0.39
3,Healthcare & Life Sciences,21-1023,Mental health and substance abuse social workers,67.4,0.38
3,Healthcare & Life Sciences,49-9071,"Maintenance and repair workers, general",65.7,0.37
3,Healthcare & Life Sciences,13-1082,Project management specialists,61.6,0.35
3,Healthcare & Life Sciences,33-9032,Security guards,61.2,0.35
3,Healthcare & Life Sciences,29-2043,Paramedics,60.6,0.34
3,Healthcare & Life Sciences,29-2031,Cardiovascular technologists and technicians,60.5,0.34
3,Healthcare & Life Sciences,29-1216,General internal medicine physicians,60.4,0.34
3,Healthcare & Life Sciences,13-1111,Management analysts,59.2,0.34
3,Healthcare & Life Sciences,11-9199,"Managers, all other",58.7,0.33
3,Healthcare & Life Sciences,15-1211,Computer systems analysts,57.9,0.33
3,Healthcare & Life Sciences,21-1093,Social and human service assistants,56.0,0.32
3,Healthcare & Life Sciences,51-2090,Miscellaneous assemblers and fabricators,55.8,0.32
